System ID,Book Title,Author,Category,Subject,Price,MRP,Stock,ISBN No,Description,Published Year,Binding,Pages,Weight,is_bestseller,is_trending,is_new_arrival,is_featured
mFw2ldZLLRmNdQWuBB8m,Regimental Therapies {Ilaj Bil Tadbeer},Dr. Izharul Hassan,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),480,600,10,9788200000000,,,,,,,,,
g2FIORnLpXsvjanOIDmj,Rehbar E Tashkeesh,Hkm. Md. Yusuf Ansari,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),320,400,10,9789390000000,,,,,,,,,
PJ1Qql1lixvOA3Vzi01W,Rehbar Jild,Dr. Shoaib,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),0,0,10,9788200000000,,,,,,,,,
amLBz5PZSaXQoqSVXeJh,Rehbar Kulliyate Advia,Syed Afzal Hussain,2nd (Second) Prof.,Unani Pharmacology (Kulliyat-e-Advia),320,400,10,9788200000000,,,,,,,,,
i3SRJraEC9GcYs8eaEP5,Rehbar Kulliyate Umoore Tabaiyya,Syed Afzal Hussain,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),480,600,10,9788200000000,,,,,,,,,
K3jTWzxQFKl63AuZGAtO,Rehbar Mantiq Wa Falsafa,Syed Afzal Hussain,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",240,300,10,9788200000000,,,,,,,,,
nt2aquSrc2TMwPoUTv4P,Rehbar Urdu Qawaid,Syed Afzal Hussain,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",160,200,10,9789390000000,,,,,,,,,
RFbDbfqivqsuSPKfJfvt,Rehbar Usoole Ilaj Wa Nuskha Navesi,Syed Afzal Hussain,2nd (Second) Prof.,Principle of Management (Usool-e-Ilaj),320,400,10,9788200000000,,,,,,,,,
JGcsQ81f6Mgd5k6gz4P9,Rehbar-e-Ilmul Jarahat Vol.1,Dr. Md. Anzar Hussain,3rd (Final) Prof.,Surgery (Ilmul Jarahat),240,300,10,TEMP-9790000002326,,,,,,,,,
bee5Cg86dhbbNsbfVVUq,Rehbare Moalijat,Dr. Mohd Shamim,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,240,300,10,9788190000000,,,,,,,,,
G5k0wkm4dhiflIbpStPR,Rehnuma-e-Advia,Dr. Zubair Ansari,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,160,200,10,TEMP-9790000002333,,,,,,,,,
bP5vUUx3YgN7GYUuTL1I,Rehnumae Akakir Vol.1-2,Hkm. Gulam Mohiuddin,Reference Books,Undefined,0,0,10,TEMP-9790000002340,,,,,,,,,
u8AWUSuuOK5CzcIvW2cH,Rehnumae Mamool,Hkm. Wamiq Ameen,Reference Books,Undefined,0,0,10,TEMP-9790000002357,,,,,,,,,
uBHiRODVe2lnWreA7Rim,Rehnumae Takhdeer,Dr. Ziaul Hasan,Reference Books,Undefined,0,0,10,TEMP-9790000002364,,,,,,,,,
usVgLQ0TCDTogDPaCKqg,Rehnumae Tashkeesh,Dr. Ahtyshamul Haq,Reference Books,Undefined,0,0,10,TEMP-9790000002371,,,,,,,,,
vRBnznIbu654PLwjlzMT,Rehnumae Tashkeesh ul Amraz,Dr. Mirza Ameen,Reference Books,Undefined,0,0,10,TEMP-9790000002388,,,,,,,,,
EHRVomyMy8aGs3NXr1W7,Rehnumae Tibb,Hkm. Hashsham Siddiqi,Reference Books,Undefined,0,0,10,TEMP-9790000002395,,,,,,,,,
vacge44PAW09eMTx7ftv,Rehnumai Amraze Niswan,Dr. Mehmooda Anzar / Md. Anzar,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),280,350,10,TEMP-9790000002401,,,,,,,,,
LklZl3WzF55CTqx91bYq,Rehnumai Ilmul Qabalat,Dr. Mehmooda Anzar / Md. Anzar,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),320,400,10,9788200000000,,,,,,,,,
OIylWmgOVGznoTathpBT,Rehnumai Saidla,Dr. Saleem Akhtar,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),160,200,10,TEMP-9790000002418,,,,,,,,,
9MC7olU1XYrL4qMgBLyf,"Rehnumai Uzn, Unf Wa Halaq (ENT)",Dr. Md. Anzar Hussain,3rd (Final) Prof.,"Ear, Nose & Throat (ENT/Uzn, Unf, Halaq wa Asnan)",240,300,10,TEMP-9790000002425,,,,,,,,,
wZo4nIhXOLKp3R977hIm,Research Methodology & Medical Statistics,Md. Iqbal,3rd (Final) Prof.,Research Methodology & Medical Statistics,320,400,10,9789390000000,,,,,,,,,
jrOhldhmrLlE9irrkobq,Risala Atishk,Hkm. Md. Kabiruddin,Reference Books,Undefined,0,0,10,TEMP-9790000002432,,,,,,,,,
EZr7DQ6prkjlztg0EWzb,Risala Haiza,Hkm. Md. Kabiruddin,Reference Books,Undefined,160,200,10,TEMP-9790000002449,,,,,,,,,
Tb0q53w1abYvMCiMBg1M,Risala Hammam,Mohd. Sheeraz,Masters or P.G.,Undefined,120,150,10,9788200000000,,,,,,,,,
LzfQZNEmpiY6i4Tf7JcP,Risala Nuskha Navesi,Hkm. Talfa Ibrahim,Reference Books,Undefined,0,0,10,TEMP-9790000002456,,,,,,,,,
8qgyVuHFhbfBObMJ2VDT,Risala Qabz Wa Bawasir,Hkm. Md. Kabiruddin,Reference Books,Undefined,0,0,10,TEMP-9790000002463,,,,,,,,,
JZ1fKevb6rRxD7z8rXeF,Risala Tareeful Nabz,Hkm. Basheer Ahmad,Reference Books,Undefined,160,200,10,TEMP-9790000002470,,,,,,,,,
jh69lDoNSE2Qye9MHQps,Riyazul Salkeen,Hkm. Idress Habban,General,Undefined,320,400,10,9788190000000,,,,,,,,,
ZdSMl8qPR1CoM836ZGI5,Ruhu-Al-Kimiya,Hkm. Md. Ismail,General,Undefined,320,400,10,TEMP-9790000002487,,,,,,,,,
19jRTRRM1Mvz0ztP2I9W,Sabziyon Se Ilaj Kijiye,Hkm. Idress Habban,General,Undefined,160,200,10,9789390000000,,,,,,,,,
Gg889tdqPFBErNqPVa0C,Sadeedi,"Sharah - Sadeedi



Urdu Translation - Abid Hussain",Reference Books,Undefined,800,1000,10,TEMP-9790000002494,,,,,,,,,
Xmj4VSUK5OX4k5P1uvq3,Sahraha Kulliyat E Qanoon,Ibne Seena / Hkm. Md. Kabiruddin,Masters or P.G.,Undefined,480,600,10,TEMP-9790000002500,,,,,,,,,
ydoaqCXIO2hsmf64EScd,Saririyat Ilme Tashkeesh,Hassan Nigrami,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),64,80,10,TEMP-9790000002517,,,,,,,,,
JUjZbnqqJn54m7GEi8HN,Saririyat Jadeed,Dr. Tabrez Akhtar,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),120,150,10,9789390000000,,,,,,,,,
ddCKk25j6f1Mfw1uReJa,Sartaan Ka Mukammal Ilaj Kijiye,Hkm. Idress Habban,General,Undefined,200,250,10,9789390000000,,,,,,,,,
TaEJJQrCndeVCc4H8C6w,Sehat Mand Zindagi Ke Raaz,Hkm. Idress Habban,General,Undefined,200,250,10,TEMP-9790000002524,,,,,,,,,
21gp8qxDCKON7GTjqzRV,Sharah Minhaj Ul Arabia Vol 1-2,Syed Nabi,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",120,150,10,TEMP-9790000002531,,,,,,,,,
7mWWWPtovRSjPxuEecMb,Sharah Ziabtul Tehzeeb,Maulana Sultan Hasan Khan,General,Undefined,480,600,10,TEMP-9790000002548,,,,,,,,,
HmzW0LDtoLLT6uvJFd6Q,Shehad Encyclopedia,Hkm. Tahir Mehmood Bhat,Reference Books,Undefined,800,1000,10,TEMP-9790000002555,,,,,,,,,
p39qVHbBtje5F4zRXd0k,Shikwah Jawab Shikwah Eng,"Allama Md. Iqbal, Sultan Zahur",General,Undefined,120,150,10,TEMP-9790000002562,,,,,,,,,
HBIDQpjr9yunkDm8vo0L,Standardization of Single Drugs Vol.1-4,CCRUM,Reference Books,Undefined,0,0,10,TEMP-9790000002579,,,,,,,,,
svYCyuyQs72sgSVSXcnp,Sugar,Sabdar Shahin,General,Undefined,80,100,10,TEMP-9790000002586,,,,,,,,,
P4f5zqRhnMgMJlLuCTSn,Sunnate Nabvi Aur Jadeed Science Hindi,Tariq Mehmood Chugtai,General,Undefined,160,200,10,TEMP-9790000002593,,,,,,,,,
V655VuGh7kEFE2U8Elv6,Sunnate Nabvi Aur Jadeed Science Vol.1-3,Hkm. Tariq Mehmood Chugtai,General,Undefined,960,1200,10,TEMP-9790000002609,,,,,,,,,
zZXcjfjuY3kjXH5vMpuJ,Surgery Scholar Guide MCQs,Dr. Raashid Qazi,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,480,600,10,9789390000000,,,,,,,,,
REmtxo1esHWXwSmE1qp5,Systemic Pathology,Dr. Saba / Dr. Sana,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,320,400,10,9789390000000,,,,,,,,,
Cx4Pp53dRSldexycsfTm,Systemic Pathology Vol.2,Dr. Sana / Dr. Sabiha,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,200,250,10,9789390000000,,,,,,,,,
KWAnIAIx53NbFdCoNW7G,Tahfuzi wa Samaji Tibb,Dr. Abdul Mubeen Khan,2nd (Second) Prof.,Preventive & Social Medicine (Tahfuzi wa Samaji Tibb),320,400,10,9789390000000,,,,,,,,,
mJXqkw8jATU1Phw1SQY0,Tahfuzi wa Samaji Tibb,Hkm. Md. Yusuf Ansari,2nd (Second) Prof.,Preventive & Social Medicine (Tahfuzi wa Samaji Tibb),320,400,10,9789390000000,,,,,,,,,
sJy8kuQNgiiOBdu97zcv,Tajul Mufredat,Dr. Nasir Ahmad Tariq,2nd (Second) Prof.,Single Drugs (Mufradat),400,500,10,TEMP-9790000002616,,,,,,,,,
9cssD3LCyMDA31uciFp2,Tajurbat Matab,Abdul Mannan,Masters or P.G.,Undefined,0,0,10,TEMP-9790000002623,,,,,,,,,
iNA1UM5y7eu4PxsE29Qt,Tajurbat Shaikh Bo Ali Sena,Sahab Zada Zaki Asooni,Masters or P.G.,Undefined,0,0,10,TEMP-9790000002630,,,,,,,,,
4HIMeRkfB1xzN164YBzi,Tajurbate Matab,Hkm. Abdul Mannan,Masters or P.G.,Undefined,120,150,10,TEMP-9790000002647,,,,,,,,,
lBRhj214bwjmiPonOmuX,Taleemul Advia,Hkm. Hafiz Jaleel Ahmad,Reference Books,Undefined,480,600,10,TEMP-9790000002654,,,,,,,,,
OWMOhjmZZFbEled5RVx5,Taleemul Mufredat,Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),640,800,10,9789390000000,,,,,,,,,
YGMWQfXBocuBZmRmHqEn,Taleemul Qabla,Hkm. Abdul Razzaq,Reference Books,Undefined,0,0,10,TEMP-9790000002661,,,,,,,,,
wq4o3Qw9hXTUmKuu2aos,Talkeesh Sharah Asbab,Dr. Javed Khan,Exam Preparation,Medicine (Moalijat),320,400,10,TEMP-9790000002678,,,,,,,,,
Py0g87clBxdien3LSE7S,Tarikh Adab Urdu,Ram Babu Sakcena,General,Undefined,160,200,10,TEMP-9790000002685,,,,,,,,,
TnJiP78ASet4CGvnfj5l,Tarikh Tibb Wa Atibbae Qadeem,Prof. Hkm. Syed Haider,1st (First) Prof.,History & Ethics of Medicine (Tareekh-e-Tibb),240,300,10,TEMP-9790000002692,,,,,,,,,
sJ5WfUftavcziX9dd1Qb,Tarikh Tibb Wa Mantiq Falsafa MCQs,Dr. Zubair Ansari,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9789390000000,,,,,,,,,
LZjQwLHevAqVelPuKFwj,Tarikhe Tibb,Ashar Qadir,1st (First) Prof.,Undefined,320,400,10,TEMP-9790000002708,,,,,,,,,
CV1owAhjbJha0oloTjLq,Tarikhe Tibb Wa Usoole Akhlaqiyaat,Syed Afzal Hussain,1st (First) Prof.,History & Ethics of Medicine (Tareekh-e-Tibb),320,400,10,9789390000000,,,,,,,,,
VzbLTkWhfNQrjrAYyNo1,Tariqahaye Ilaj,Dr. Azam,Masters or P.G.,Undefined,240,300,10,9788200000000,,,,,,,,,
Kiyk3wp87LibMGa3bnRH,Tashkeesh Aur Ilaj,Dr. Rasheed,Reference Books,Undefined,640,800,10,TEMP-9790000002715,,,,,,,,,
LiKDanTczvhcjdb5TKTG,Tashkeesh Ramooz,Hkm. Md. Azimuddin,Masters or P.G.,Undefined,320,400,10,TEMP-9790000002722,,,,,,,,,
DUtcP3RUeAgcOFAqGOL5,Tashkeeshe Ramooz,Hkm. Azimuddin,Masters or P.G.,Undefined,320,400,10,TEMP-9790000002739,,,,,,,,,
A3D14GCIPK0p3NvkLs9M,Tashkeeshul Amraz,Shamshul Afaaq,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),0,0,10,TEMP-9790000002746,,,,,,,,,
uk97jTKmJE7SgYS6cW45,Tashkeeshul Amraz,Akhtar Siddiqi,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),0,0,10,TEMP-9790000002753,,,,,,,,,
7SHw3OW8Itv4LQxQh5Ft,Tashreehul Ahisha,Hkm. Mohd Ahmad Lari,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),240,300,10,9789390000000,,,,,,,,,
NeoBkkUXURVhLHJ32bEY,Tashreehul Azam,Dr. Shabbir Ahmad,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),320,400,10,TEMP-9790000002760,,,,,,,,,
pp9PyJPJkwJKYfhJ1wzC,Tashreeul Mufasil,M.A. Lari,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),0,0,10,TEMP-9790000002777,,,,,,,,,
7kz0FpvQjCKgnv97NuVB,Tashrihul Badan Vol.1-2,Dr. Alauddin,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),560,700,10,TEMP-9790000002784,,,,,,,,,
3ab2CLiuwst19mu18nBr,Tehdeed Kulliyate Umoore Tabbiya,Jaleel Ahmed,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),200,250,10,9788200000000,,,,,,,,,
npKIuAMUOrGhUe5R26xp,Tehdeed Mantiq Wa Falsafa,Abdul Jaleel Ahmed,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",200,250,10,9788200000000,,,,,,,,,
82LvAXXCleecppO41WCV,Textbook of Medical Physiology,Indu Khurana,Modern Books,Undefined,2316,2895,10,TEMP-9790000002791,,,,,,,,,
hNOjS4KqD5rrsa8qXl5Z,Textbook of Medical Physiology,Guyton & Hall,Modern Books,Physiology (Munafe-ul-Aza),2100,2625,10,TEMP-9790000002807,,,,,,,,,
NH7tx1AbAhOQHAF9pwT7,Textbook of Physiology,A.K. Jain,Modern Books,Undefined,1756,2195,10,TEMP-9790000002814,,,,,,,,,
Qz2e6woVma9tMUChsiLL,The Canon of Medicine,"Avicenna, Laleh Bakhtiar",Masters or P.G.,Undefined,1600,2000,10,TEMP-9790000002821,,,,,,,,,
ybZzbttE3g6CozEdsUn5,The Mizaj & Infialat-E-Nafsaniyah,Dr. Jaleel,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),200,250,10,TEMP-9790000002838,,,,,,,,,
hozOpThakgJKtSjlQMl9,The Pioneer,Dr. Danish & Izhar,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,240,300,10,9788200000000,,,,,,,,,
AJPZXGb2sqvbP7opd2H7,The Premier,Dr. Izharul Hasan,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,320,400,10,9788190000000,,,,,,,,,
nSeMGYV3fZnSA8WZIgnk,The Premier Advance,Dr. Izharul Hasan,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,240,300,10,9789390000000,,,,,,,,,
LMymZuDiz3E0XzwXMVhp,Tibbe Ahsani,Ahsaan Ali,Masters or P.G.,Undefined,120,150,10,9789390000000,,,,,,,,,
N8sD299urQiOubn9kETP,Tibbe Akbar,Hkm. Mohd. Akbar Arzani,Masters or P.G.,Undefined,320,400,10,TEMP-9790000002845,,,,,,,,,
RK8j9rCjeDjF9yqu6qrY,Tibbe Nabvi Khajor Sehad Se Ilaj,Dr. Mouzam Javed,General,Undefined,96,120,10,TEMP-9790000002852,,,,,,,,,
9htdEAK62Z8UblQyFl1B,Tibbe Qanoon,Md. Farooq,Masters or P.G.,Undefined,0,0,10,TEMP-9790000002869,,,,,,,,,
jGWQ1WNdAnKTriZJ2rVM,Tibbe Qanooni,Abdul Mobeen,2nd (Second) Prof.,Forensic Medicine (Tibb-e-Qanooni),0,0,10,TEMP-9790000002876,,,,,,,,,
eHG1TSFjcfZ6rV25Z4Qd,Tibbe Qanooni (Juris Prudunce),Hkm. Md. Yusuf Ansari,2nd (Second) Prof.,Forensic Medicine (Tibb-e-Qanooni),280,350,10,9789390000000,,,,,,,,,
7vYJyHs4QYOMh54bkjpX,Tibbe Qanooni Wa Ilmum Samoom,Fazlur Rehman,2nd (Second) Prof.,Forensic Medicine (Tibb-e-Qanooni),0,0,10,TEMP-9790000002883,,,,,,,,,
sHNJvpLe6OTkzJgxUC1x,Tibbe Yusufi,Yusufi Bin Yusuf,Reference Books,Undefined,1600,2000,10,TEMP-9790000002890,,,,,,,,,
qK36m8ZHyMaRBlGmWfZw,Tibbi Arabic Reader,Hkm. Raziul Islam Nadvi,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",160,200,10,9788200000000,,,,,,,,,
JUbJEBmQFjREvcGdNlNH,Tibbi Qanooncha,Hkm. Gulam Hasnain Kantori,Reference Books,Undefined,400,500,10,TEMP-9790000002906,,,,,,,,,
ekkog3YmX7rLUxkmRvcv,Tibbi Shipare,Hkm. Maulvi Md. Yaar Khan,Reference Books,Undefined,640,800,10,TEMP-9790000002913,,,,,,,,,
Gc5vhQU1vQcXZgRMqAhq,Tibbul Qanoon (Juris Prudunce),Hkm. Hammad Usmani,2nd (Second) Prof.,Forensic Medicine (Tibb-e-Qanooni),120,150,10,TEMP-9790000002920,,,,,,,,,
wm69FFvetsH6ZpeWpcVt,Tilasmi Nuskhe,Hkm. Habib Ashar,Masters or P.G.,Undefined,28,35,10,TEMP-9790000002937,,,,,,,,,
qYLzJuUamYyEmR3cr4hJ,Tohfa Husn Jamal,Hkm. Idress Habban,General,Undefined,240,300,10,9788190000000,,,,,,,,,
rGcSPgY18KGOwGrBdKDF,Tohfa Mushkil Kusha,Sufi Md. Aslam,General,Undefined,200,250,10,TEMP-9790000002944,,,,,,,,,
OpN7kFCfLC1iU0NfMxCS,Tohzihul Habis,Md. Irfan,,Undefined,240,300,10,TEMP-9790000002951,,,,,,,,,
PA8DAFINMXs6onRZxMZt,Toxicology {Ilmum Samoom},Dr. Md. Akmal,2nd (Second) Prof.,Toxicology (Ilmul Samoom),120,150,10,TEMP-9790000002968,,,,,,,,,
ND7jsTBsdTT7YufyccBI,Tufili Ajsaam,Mirza Abdul Noor Baig,Reference Books,Undefined,160,200,10,TEMP-9790000002975,,,,,,,,,
SbZSu7vnAYtFmgOOJ039,Ultrasound Guide,Dr. Atiqur Rehman,,Undefined,0,0,10,TEMP-9790000002982,,,,,,,,,
MM9RV8AdXdj09FxFggIS,Ummul Ilaj,Hkm. Imamullah,Reference Books,Undefined,240,300,10,TEMP-9790000002999,,,,,,,,,
IjCobKnimiYxHIVVTjo2,Umoore Tabaiyya,Hkm. Israrul Haq,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),56,70,10,TEMP-9790000003002,,,,,,,,,
Q8WqweFDQxCYqf6UYc1o,Umoore Tabbiya,Hkm. Khalid Zama Khan,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),120,150,10,TEMP-9790000003019,,,,,,,,,
VQwlAFRpLKqCeQ15zfAV,Umoore Tabbiya,Dr. Abid Ali Ansari,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),160,200,10,TEMP-9790000003026,,,,,,,,,
z5cz80GubvXJO2awuBRB,Umoore Tabbiya Color Vol.1-2,Prof. Mohd Aslam,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),640,800,10,9788200000000,,,,,,,,,
EVOahkBoIJxFG9xAdFkb,Umoore Tibbiya (Kulliyat E Tibb),Hkm. Abdul Wahab,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),200,250,10,TEMP-9790000003033,,,,,,,,,
1SfUweDY7JxQ5kmfAHoq,Unani Advia Murakkaba,Md. Hassan Nigrami,Masters or P.G.,Undefined,640,800,10,TEMP-9790000003040,,,,,,,,,
oLnCcnqXs7ESzg5zKL0m,Unani Clinical Method {Nabz Bool Wa Baraz} Eng,M. A. Parwez,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),120,150,10,TEMP-9790000003057,,,,,,,,,
USMa5BwPTyO4BoCrgmvo,Unani Cosmetology,Dr. Sheema,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),240,300,10,TEMP-9790000003064,,,,,,,,,
VUlz3ayU9Q39w8rKmg6w,Unani Dermatology,Dr. Izharul Hassan,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),320,400,10,9788200000000,,,,,,,,,
lJbojgBpozZCMtsmmD9j,Unani Drugs Mineral Origin,Dr. M.A Qureshi,2nd (Second) Prof.,Single Drugs (Mufradat),320,400,10,TEMP-9790000003071,,,,,,,,,
Yhfjibl5DQXc87L7vYVx,Unani General Knowledge,Dr. Saleem Akhtar,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,120,150,10,TEMP-9790000003088,,,,,,,,,
4DUyiGCc3Q9UlOdVgBJD,Unani Imtehanat Guide,Dr. Sheerazi,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,200,250,10,9788200000000,,,,,,,,,
LYdPxGKdGhYWVT4LhWwv,Unani Insight of Pathology {Qadim Ilmul Amraz},Dr. Sana / Dr. Sabiha,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,200,250,10,TEMP-9790000003095,,,,,,,,,
yeITRq6Oj89El8DomFkQ,Unani Pharmacopoeia,CCRUM,Reference Books,Undefined,0,0,10,TEMP-9790000003101,,,,,,,,,
4cspiFSKytG4O17y04sR,Unani Pharmacy (Ilmul Saidla),Dr. Mohd Ahmad Parwez,2nd (Second) Prof.,Unani Pharmacy (Ilmul Saidla),240,300,10,9789390000000,,,,,,,,,
bVDT9QTRAZb44hiNMonV,Unique Pathalogy MCQs,Dr. Aysha Raza,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,360,450,10,9788200000000,,,,,,,,,
oGiVyyMNP5SyzF2o6j6b,Urology (Colour Picture),Dr. Rashid Qazi,3rd (Final) Prof.,Surgery (Ilmul Jarahat),400,500,10,TEMP-9790000003118,,,,,,,,,
lNRz0Ps70UDGq70ZUNiq,Usoole Advia,Hkm. Ziaullah Faizi,Reference Books,Undefined,0,0,10,TEMP-9790000003125,,,,,,,,,
zz1NsaHdVOSdBc3ro7Vi,Usoole Advia,Dr. Aftaab Ahmad,Reference Books,Undefined,0,0,10,TEMP-9790000003132,,,,,,,,,
FSWWdQcg2YrywGXyzlPO,Usoole Tashkeesh (Sarerriyat),Dr. Zubair Ansari,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),160,200,10,9788200000000,,,,,,,,,
HDAD5PfVEKPFLdXNQ5zW,Usoole Tibb,Hkm. Kamaluddin / Syed Afzal Hussain,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),320,400,10,9789390000000,,,,,,,,,
7l7UJ7PEyNqIGvcTSHSn,Usoole Tibb 2020 Edition,Hkm. S. Kamaluddin,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),320,400,10,9789390000000,,,,,,,,,
vYJhsUpNqzRH2K0K0Sx3,"Uzn, Unf Wa Halaq (ENT)",Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,"Ear, Nose & Throat (ENT/Uzn, Unf, Halaq wa Asnan)",280,350,10,9789390000000,,,,,,,,,
YkFfkbKv0KRxNWawfuwV,Wabal Wa Nikal Aatish Wa Suzak,Hkm. Md. Kabiruddin,Reference Books,Undefined,160,200,10,TEMP-9790000003149,,,,,,,,,
80CwX97rVfByZgXNY1Yz,Wafyat Atibb-E-Hind-W-Pak Vol.1 Part 1,Hkm. Wasim Ahmad Azmi,General,Undefined,155.2,194,10,TEMP-9790000003156,,,,,,,,,
Qj6WOjze8ynCwdUAG9jR,Wasi Medical Dictionary,Hkm. Azizur Rehman Azmi,Masters or P.G.,Undefined,0,0,10,TEMP-9790000003163,,,,,,,,,
FGFXSa4emuckR07gwqjG,Wazan Kam Kijaye,Hkm. Idress Habban,General,Undefined,160,200,10,TEMP-9790000003170,,,,,,,,,
GvrbHvOica6O6yz8XByc,Zaade Gareeb,Hkm. Sadiq Wa Sharif Khan,Reference Books,Undefined,800,1000,10,TEMP-9790000003187,,,,,,,,,
wctSxRyT3tMkxoRlVx9B,Zakhera Khawarzim Shahi,Hkm. Ahmadul Hasan Jurjani,Masters or P.G.,Undefined,2000,2500,10,TEMP-9790000003194,,,,,,,,,
u2YKiKvjNdEOvtG1IFdP,Zanana Amraz Ka Ilaj,Hkm. Majeed Ahmed Narvi,General,Undefined,56,70,10,9788190000000,,,,,,,,,
1aVQDCBukGsC3KSZDVDF,ZEST MCQs of Gyn & Obst,Dr. Aisha Raza,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,320,400,10,9789390000000,,,,,,,,,
JPj2ujGMIocvMfehYKBw,Zikariya Tashkeesh,Dr. Minhajuddin,Reference Books,Undefined,0,0,10,TEMP-9790000003200,,,,,,,,,
