System ID,Book Title,Author,Category,Subject,Price,MRP,Stock,ISBN No,Description,Published Year,Binding,Pages,Weight,is_bestseller,is_trending,is_new_arrival,is_featured
z7YrLMOPjbxmVdIM9U3g,2017 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,64,80,10,9788200000000,,,,,,,,,
WXyth5oMPokAEmAfNdTs,2018 Solved All India Ayush P.G Entrance Exam,Dr. Hina Rashid,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,64,80,10,9789390000000,,,,,,,,,
XCWeaFXigdkYgA5krtNx,2019 Solved All India Ayush P.G Entrance Exam,Dr. Hina Rashid,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,64,80,10,9789390000000,,,,,,,,,
5JBqLqbxWXtNuEsKsPF8,2020 Solved All India Ayush P.G Entrance Exam,Dr. Hina / Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9788200000000,,,,,,,,,
vUZ6hITNbWH9TJannEUv,2021 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9788200000000,,,,,,,,,
uPUOV045bQ4Y9mgBuoQN,2022 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9788200000000,,,,,,,,,
rNdxmOLv0DIfHVsgZi6u,2023 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,TEMP-9790000000018,,,,,,,,,
gyxFD3eVRNV0UuhK695v,2024 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9789390000000,,,,,,,,,
0sS2HeawX9BWGI1SlemX,2025 Solved All India Ayush PG Entrance Exam,Syed Afzal Hussain,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,TEMP-9790000000025,,,,,,,,,
50ER4ORixna3PTZEJY4f,Aalat Uzn Unf Wa Halaq,Dr. Abdul Nasir,3rd (Final) Prof.,"Ear, Nose & Throat (ENT/Uzn, Unf, Halaq wa Asnan)",240,300,10,9788190000000,,,,,,,,,
gpwXLiTRnHSOKQsTfIcI,Aatish Wa Suzak Ka Mukammal Ilaj,Hkm. Abdul Majeed,Reference Books,Undefined,480,600,10,TEMP-9790000000032,,,,,,,,,
c27yHKcXcTUDeowrtUOT,Adam Tashreehul Badan Vol.1-2 (Anatomy),Hkm. Imamuddin Zakai,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),800,1000,10,TEMP-9790000000049,,,,,,,,,
LZckiae8jS3lhOibLQiK,Advia Haywaniya [Urdu],Dr. Mustehasan,2nd (Second) Prof.,Single Drugs (Mufradat),320,400,10,9788200000000,,,,,,,,,
gr32Eog2Sa1nHgp2qIip,Advia Madniya [Eng],Dr. Mustehasan,2nd (Second) Prof.,Single Drugs (Mufradat),480,600,10,9789390000000,,,,,,,,,
Ufo9pvzQAfbv8L4DiabG,Advia Madniya [Urdu],Dr. Mustehasan,2nd (Second) Prof.,Single Drugs (Mufradat),400,500,10,TEMP-9790000000056,,,,,,,,,
59g9JWZyZjaZu9amaqEi,Afalul Aza Vol.1-2,Hkm. Khalid Zama,1st (First) Prof.,Physiology (Munafe-ul-Aza),480,600,10,TEMP-9790000000063,,,,,,,,,
F7HCzvs5eTU55gpF3PGo,Afzal Medical Dictionary (Lughat),Dr. Wahab Akhtar Aziz,1st (First) Prof.,Dictionary (Lughat),400,500,10,TEMP-9790000000070,,,,,,,,,
btOVrnNsJ3R1MyL2SERO,Afzal Mufredat Vol.1,Syed Asad Hussain / Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),800,1000,10,9788200000000,,,,,,,,,
3Pu8BodemfMJFXHOuJKO,Afzal Mufredat Vol.1-4,Syed Asad Hussain / Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),2240,2800,10,TEMP-9790000000087,,,,,,,,,
pdfGt5h4qM5NJCOmbFeh,Afzal Mufredat Vol.2,Syed Asad Hussain / Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),640,800,10,9788200000000,,,,,,,,,
IylAY2FPtZHMxLWhz6X3,Afzal Mufredat Vol.3,Syed Asad Hussain / Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),400,500,10,9788200000000,,,,,,,,,
LfUoF2lVtJgnwKtlcHAP,Afzal Mufredat Vol.4,Syed Asad Hussain / Syed Afzal Hussain,2nd (Second) Prof.,Single Drugs (Mufradat),400,500,10,9788200000000,,,,,,,,,
W8n8NfvNPcvmw2i2qiXq,AIAPGET Ke Hal Shuda Sawalat Ma Tohzihat,Dr. Zubair Ansari,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,480,600,10,TEMP-9790000000094,,,,,,,,,
509ZcsKddIWeYW9TWqHc,Akseer Ul Qulub Wa Mufrehul Qulub,Hkm. Mohd. Akbar Arzani,Masters or P.G.,Medicine (Moalijat),640,800,10,9789390000000,,,,,,,,,
xh3Q8cygWjNCm0e8iFZJ,Akseere Azam,Hkm. Md. Kabiruddin,3rd (Final) Prof.,Medicine (Moalijat),800,1000,10,9789390000000,,,,,,,,,
70Vk6rBmMEmStLrBDJnW,Akseere Baah Vol.1-2,Hkm. Nazeer Ahmed Khan,Reference Books,Medicine (Moalijat),800,1000,10,TEMP-9790000000100,,,,,,,,,
PwaZXCsd6W2a6J5otOIz,Akseeri Nuskhe,Hkm. Habib Ashar,Masters or P.G.,,28,35,10,TEMP-9790000000117,,,,,,,,,
i1oUEFBecd08wdwO5VDb,Al Fazul Advia,Hkm. Nooruddin,Reference Books,Undefined,1600,2000,10,TEMP-9790000000124,,,,,,,,,
KUA8snV9qPjCiZL2QgHI,Al Hijama [Eng],Dr. Afasul Kalam,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),320,400,10,9788190000000,,,,,,,,,
LYSZN29uJTIYTuwMjSOh,Al Hijama [Hindi] {Siddhi Wa Pachna},Dr. Afasul Kalam,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),320,400,10,9788190000000,,,,,,,,,
cjqNYB6Mo8W3Ot4xELe1,Al Hijama [Urdu],Dr. Afsahul Kalam,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),320,400,10,9788190000000,,,,,,,,,
Pffb55rol0RvDmyrxbjl,Al Jaryaan,Hkm. Md. Firoozuddin,Reference Books,Undefined,320,400,10,TEMP-9790000000131,,,,,,,,,
kVzhXn7y0PV2QyhzYi2W,Al Moalijat Buqratia Vol.1,Abul Hasan Ahmad Tabri,Reference Books,Medicine (Moalijat),0,0,10,TEMP-9790000000148,,,,,,,,,
KmTKcrWMKY4lUKLxF5wo,Al Moalijat Buqratia Vol.2,Abul Hasan Ahmad Tabri,Reference Books,Medicine (Moalijat),0,0,10,TEMP-9790000000155,,,,,,,,,
uRXxgNlkx0oNMJ59oyuJ,Al Moalijat Buqratia Vol.3,Abul Hasan Ahmad Tabri,Reference Books,Medicine (Moalijat),0,0,10,TEMP-9790000000162,,,,,,,,,
PaXRHQ1NbEHTOqivdtap,Al Moalijat Moti Jurrah,Hkm. Md. Kabiruddin,Reference Books,Medicine (Moalijat),160,200,10,TEMP-9790000000179,,,,,,,,,
OYWlZJvdnSKtQelBFfia,Al Qanoon,Hkm. Bo Ali Sena,Masters or P.G.,Medicine (Moalijat),2400,3000,10,9789390000000,,,,,,,,,
nHcOByvhoUnK7wmNtb5P,Al Qarabadeen Vol.1-2,Hkm. Md. Kabiruddin,Reference Books,Medicine (Moalijat),1600,2000,10,TEMP-9790000000186,,,,,,,,,
VX9dPxWvw6pXSdU5BlSx,Al Risalah Fil Nabz,Hkm. Syed Azizullah Hussaini,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),80,100,10,9789390000000,,,,,,,,,
Mtj75D3qHHGOF5rmFICx,Al Tashkeesh {Nabz Bool Wa Baraz},Dr. Zubair Ansari,2nd (Second) Prof.,Bed Side Clinic (Sareeriyat),80,100,10,TEMP-9790000000193,,,,,,,,,
QqFRVQayRHM8X7nm18s8,Al-Umoore Tabiya,Dr. Zubair Ansari,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),120,150,10,TEMP-9790000000209,,,,,,,,,
ojIChplJIcogsuR1Crh4,Allopethic Drugs Therapy,Dr. Hasan Askari,Reference Books,Medicine (Moalijat),1600,2000,10,TEMP-9790000000216,,,,,,,,,
RLVtRjrM3y3wNuCbh9CA,Amraz Atfal,Hkm. Md. Mehmood Ansari,3rd (Final) Prof.,Pediatrics (Amraz-e-Atfal),0,0,10,TEMP-9790000000223,,,,,,,,,
0bZ9lTfuH1xvwynkMkQi,Amraz Wabaya Aur Tibbe Unani,Dr. Md. Abdullah,Reference Books,Medicine (Moalijat),160,200,10,TEMP-9790000000230,,,,,,,,,
htCVQEhyMJZtAzmMyoT9,Amraz-E-Niswan MCQs,Saleem Akhtar,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,60,75,10,TEMP-9790000000247,,,,,,,,,
ZJ5DXQkNDePMRZZa67md,Amraz-ul-Ain,Hkm. Shafaqat Azmi,3rd (Final) Prof.,Ophthalmology (Amraz-ul-Ain),120,150,10,TEMP-9790000000254,,,,,,,,,
J2taqtAfAOtLLauKeYhn,Amraze Atfal [Paediatrics],Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,Pediatrics (Amraz-e-Atfal),280,350,10,9789390000000,,,,,,,,,
MEZLDIHnj5YaUsRE0X7R,Amraze Atfal [Paediatrics],Hkm. Wasim Ahmad Azmi,3rd (Final) Prof.,Pediatrics (Amraz-e-Atfal),240,300,10,TEMP-9790000000261,,,,,,,,,
PBBfmIGN78NLR9gdOQUP,Amraze Jild,Dr. Azhar Yasin,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),200,250,10,TEMP-9790000000278,,,,,,,,,
75dAioCJc8kLZDWbuRcL,Amraze Niswan,Hkm. Wasim Ahmad Azmi,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),320,400,10,9788190000000,,,,,,,,,
rASAaw0Ah4UtKBFyRm3I,Amraze Niswan,Hkm. Md. Yusuf Ansari,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),280,350,10,TEMP-9790000000285,,,,,,,,,
c0gtZwdz4ItHoYExSVt6,Amraze Subiyaan,Hkm. Md. Abbas Rizvi,Reference Books,Pediatrics (Amraz-e-Atfal),480,600,10,TEMP-9790000000292,,,,,,,,,
3WpBIJ11XGM6K3C0JpNg,"Amraze Uzn, Unf Wa Halaq (ENT)",Prof. Dr. Anees Shah,3rd (Final) Prof.,"Ear, Nose & Throat (ENT/Uzn, Unf, Halaq wa Asnan)",320,400,10,9789390000000,,,,,,,,,
facyAwnLhHac27KapBQh,Anatomy {Tashreeul Badan} MCQs,Dr. Saleem,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,400,500,10,9788190000000,,,,,,,,,
CpuIS83TYKZQIs2xunba,Ancient Pathology,Dr. Hina Tarique,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,120,150,10,9788190000000,,,,,,,,,
8Bh9fQEoJx65LqzLgSJk,Antidiabetic Drugs,Dr. Md. Saleem,Masters or P.G.,Medicine (Moalijat),400,500,10,9789390000000,,,,,,,,,
LDQjLG4IkUWlSVXnfOnQ,Anwarul Murakkabat,Dr. Danish Jafar,2nd (Second) Prof.,Drugs Formulation (Murakkabat),120,150,10,9788200000000,,,,,,,,,
d7ChBTEzInuRK6FuwwSw,Apna Ilaj Khud Kijiye,Dr. Shaheda,General,Medicine (Moalijat),48,60,10,TEMP-9790000000308,,,,,,,,,
GR5smhAaXJfIe5f9yKQs,Arabi Aur Mantiq Wa Falsafa MCQs,Dr. Zubair Ansari,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,80,100,10,9789390000000,,,,,,,,,
v8WGsqiCkkpi7Sh5E47j,Asan Tibb Sawal Wa Jawab,Hkm. Badaruddin,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,120,150,10,9789390000000,,,,,,,,,
G0NI7ScUkLWFvGDXMlpI,Asbab Wa Alamat,Hkm. Najeebuddin,Reference Books,Medicine (Moalijat),480,600,10,TEMP-9790000000315,,,,,,,,,
olF0XMKhldTSac81jc8k,Ashrahul Advia,Dr. Abdul Wadud,2nd (Second) Prof.,Unani Pharmacology (Kulliyat-e-Advia),200,250,10,9789390000000,,,,,,,,,
rHqGefGGgwLx1lVloBtn,Ayurvedic Pharmacopoeia,Pandit Vaid Jagannath,Reference Books,Undefined,1600,2000,10,TEMP-9790000000322,,,,,,,,,
xiOrfPLi8AWkHT7zMcNd,Ba Wasila Mohammd Mushkil Kusha,Md. Ilyas Adil,General,Undefined,280,350,10,TEMP-9790000000339,,,,,,,,,
PesPaQj1tCv81mim4iCo,Bahry Tibb Ke Chand Moti,Hkm. Idress Habban,General,Undefined,200,250,10,TEMP-9790000000346,,,,,,,,,
aNeahSFJsVYoKww7PtXP,Balon Ki Bimariya Aur Unka Ilaj,Hkm. Idress Habban,General,Undefined,120,150,10,9789390000000,,,,,,,,,
3KuzjmaRDauxkbnmtzGr,Banjhpan Ka Mujarrab Ilaj,Hkm. Idress Habban,General,Undefined,200,250,10,9789390000000,,,,,,,,,
SpEsogvIJz8RlRszR8GU,Beauty Care,Farhat Saba,General,Undefined,96,120,10,TEMP-9790000000353,,,,,,,,,
VdHiteAypqI58iygak7o,Benazir Pharmacopoeia,Hkm. Gulam Nabi,Reference Books,Undefined,240,300,10,TEMP-9790000000360,,,,,,,,,
BNjNWozTRQhge376SWly,Biyan Ul Advia,Hkm. Ram Lubhaya,2nd (Second) Prof.,Single Drugs (Mufradat),320,400,10,TEMP-9790000000377,,,,,,,,,
HBJkP1tGUJTckYchVwdS,Biyaz-e- Masiyaha,Hkm. Mohd Hasan Qarshi,Masters or P.G.,Undefined,96,120,10,TEMP-9790000000384,,,,,,,,,
idhygxwp2X5JrkJjYekE,Biyaz-e-Ajmal,Hkm. Ajmal Khan,Masters or P.G.,Undefined,160,200,10,TEMP-9790000000391,,,,,,,,,
KGESRHVRUZ8c2qSUbUJS,Biyaz-E-Kabir Hindi,Hkm. Md. Kabiruddin,2nd (Second) Prof.,Unani Pharmacology (Kulliyat-e-Advia),640,800,10,9789390000000,,,,,,,,,
tRBjfa9Ku5UcP6PvvJtu,Biyaze Chauhan,Hkm. Noor Md. Chauhan,Reference Books,Undefined,1600,2000,10,TEMP-9790000000407,,,,,,,,,
Waq9dwZcmnrHVG3mKD5Y,Biyaze Firoozi,Hkm. Firoozuddin Lahori,Reference Books,Undefined,0,0,10,TEMP-9790000000414,,,,,,,,,
JcMfBOhQQ3Defxi5X6AY,Biyaze Habban,Hkm. Idress Habban,General,Undefined,240,300,10,TEMP-9790000000421,,,,,,,,,
FKmhldwxsfcLBLqDRr4J,Biyaze Hijazi,Hkm. Md. Rafeeq Hijazi,Reference Books,Undefined,0,0,10,TEMP-9790000000438,,,,,,,,,
pNXTbbiFu169MDP6XRBe,Biyaze Kabir,Hkm. Md. Kabiruddin,Reference Books,Unani Pharmacology (Kulliyat-e-Advia),400,500,10,9788200000000,,,,,,,,,
9ztTJJN2gu3NbWtznfG2,Biyaze Khaas (Ilajul Amraz),Hkm. Shareefuddin Kabiruddin,Masters or P.G.,Undefined,1600,2000,10,TEMP-9790000000445,,,,,,,,,
BZdvN7JJe6VAaOCZ7CQD,Biyaze Wahidi,Hkm. Syed Zillur Rehman,Reference Books,Undefined,480,600,10,TEMP-9790000000452,,,,,,,,,
XfhlNQxSrHh1wh6cHNNT,Boron & Boulpeep Medical Physiology,Boron & Boulpeep,Modern Books,Undefined,9224,11530,10,TEMP-9790000000469,,,,,,,,,
iasPYGb6Zjbq5eYUgZh5,Bukahro Ka Usoole Ilaj,Hkm. Md. Kabiruddin,General,Undefined,400,500,10,TEMP-9790000000476,,,,,,,,,
L1422cwBbOPTBJvGKgp3,Bustan-ul-Mufaredat,Hkm. Md. Abdul Hakim,2nd (Second) Prof.,Single Drugs (Mufradat),320,400,10,9789390000000,,,,,,,,,
RGJEgtwA8dqsCIfaUoAm,Canon of Medicine (Al-Qanoon Eng Translation),Mazhar H. Shah,Masters or P.G.,Undefined,640,800,10,9788200000000,,,,,,,,,
joiEAG3bSZdDAqNqDDQP,Chand Musalman Scienceda,Hkm. Sheerazi,General,Undefined,120,150,10,9789390000000,,,,,,,,,
mgcHsh6s4OSgncf5aQwp,Chehre Ko Haseen Banaye,Hkm. Idress Habban,General,Undefined,160,200,10,9789390000000,,,,,,,,,
stEqQDp3LkCTfjPJRKEC,Communication Skill {Mawasalati Maharat},Dr. Nisar Ahmed,2nd (Second) Prof.,Communication Skill,280,350,10,TEMP-9790000000483,,,,,,,,,
USKNc1vTU0MNMejRe09Z,Concept 24 Subjects Revision Guide,Dr. Aysha,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,320,400,10,9789390000000,,,,,,,,,
DmDfGAkNweT7RVNMHF8Y,Concise History & Ethics Medicine (Tarikhe Tibb),Syed Afzal Hussain,1st (First) Prof.,History & Ethics of Medicine (Tareekh-e-Tibb),160,200,10,9789390000000,,,,,,,,,
37uBqGv3cZPM9IhBfX5D,Cosmetology,Dr. Abdul Wadud,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),160,200,10,9788200000000,,,,,,,,,
T4PhN8UDcVvKatGuWBN5,Costanzo Physiology,Costanzo,Modern Books,Undefined,2760,3450,10,TEMP-9790000000490,,,,,,,,,
pAr0JGVq3VG1bDMUpEqW,Daanton Ko Khubsurat Banaye,Hkm. Idress Habban,General,Undefined,80,100,10,9789390000000,,,,,,,,,
usArp7D8R8RD3MP0aH9o,Dama Ka Mujarab Ilaj,Hkm. Idress Habban,General,Undefined,200,250,10,9788190000000,,,,,,,,,
9RKCRKZ0hlr7JOa3Fo0F,Daniyal Medical Dictionary,Dr. Prof. A.H Bukhari,Reference Books,Undefined,640,800,10,TEMP-9790000000506,,,,,,,,,
bpUZ0gIuTMMsoQwNFZGA,Dau Sadaf {Amraze Jild},Dr. Shamim Khan,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),60,75,10,TEMP-9790000000513,,,,,,,,,
E8R8OvgUpd6HgDZhDuD0,Dehati Moalij,Hkm. Md. Saeed,Masters or P.G.,Undefined,240,300,10,TEMP-9790000000520,,,,,,,,,
aRmwNTvnxncjJ2kslsGy,Delhi Ke Sahi Matab,Hkm. Khuwaja Ahmed,Masters or P.G.,Undefined,240,300,10,9789390000000,,,,,,,,,
FrOOby2uAtlAQA4lOfcf,Delhi Ke Sahi Murakkabat,Hkm. Khuwaja Rizwan,Masters or P.G.,Undefined,240,300,10,9788190000000,,,,,,,,,
lr0hCrYVONcM85d96wkZ,Dermatology (Amraze Jild),Dr. Mohd. Arif,3rd (Final) Prof.,Skin Disorders & Cosmetology (Amraz-e-Jild wa Tazeeniyat),240,300,10,TEMP-9790000000537,,,,,,,,,
44D2UU97lxqi05UVi7oq,Desi Tibbi Pharmacopoeia,Hkm. Gulam Mohiuddin,Reference Books,Undefined,640,800,10,TEMP-9790000000544,,,,,,,,,
CZuwT0bfjcXMCYBuBId4,Diabeties Ka Mukammal Ilaj Kijiye,Hkm. Idress Habban,General,Undefined,200,250,10,9789390000000,,,,,,,,,
04bpCyMRj90oU2QI7xdT,Dil Ke Amraz,Hkm. Idress Habban,General,Undefined,200,250,10,9788190000000,,,,,,,,,
pxx8JhVZmrVgAWRCj3JZ,Dimagi Amraz Ka Mukammal Ilaj,Hkm. Idress Habban,General,Undefined,320,400,10,9788190000000,,,,,,,,,
qI7iMAE1kk8oEEvae0ml,Dried Fruits Se Ilaj,Hkm. Idress Habban,General,Undefined,160,200,10,9789390000000,,,,,,,,,
FNS46GR4Dr5XO010bYDf,Elite Solved MD Paper,Dr. Umma Asma,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,96,120,10,9789390000000,,,,,,,,,
JlbM2Q4NteJ0MIeI1QFo,Ent & Opthamology Scholar Guide MCQs,Dr. Raashid Qazi,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,320,400,10,9789390000000,,,,,,,,,
nLRMKmqNfsG1I4vMEZxG,Essential of Medical Physiology,K. Sembulingum,Modern Books,Physiology (Munafe-ul-Aza),1596,1995,10,TEMP-9790000000551,,,,,,,,,
XecSV5CMHDysiOi3dLE1,Faiz Umoomi Basology (Faiz Pathology),Dr. Minhajuddin,Reference Books,Undefined,800,1000,10,TEMP-9790000000568,,,,,,,,,
1BFUkFojPpkDC512OB26,Fasd,Dr. Afsahul Kalam,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),160,200,10,9789390000000,,,,,,,,,
6iRCCiS4WUkphbKsiNue,Fast Food Mout Ka Saman,Hkm. Idress Habban,General,Undefined,200,250,10,9788190000000,,,,,,,,,
gbGeId0pAUGuVaaqa6kV,Firdous Ul Hikmat,Hkm. Abul Hasan Tabri,Masters or P.G.,Undefined,280,350,10,9789390000000,,,,,,,,,
vtPsr75Si9t6CQNSR37I,Fruits Se Ilaj,Hkm. Idress Habban,General,Undefined,200,250,10,9789390000000,,,,,,,,,
3OqIaq8cRXeLacDqz0wH,Ganjinae Quwat e Bah,Hkm. Yunus Habibi,General,Undefined,120,150,10,TEMP-9790000000575,,,,,,,,,
llqjLoP2L8cCiJ0W2fjA,Ganong's Review of Medical Physiology,Ganong,Modern Books,Undefined,1996,2495,10,TEMP-9790000000582,,,,,,,,,
QLqEUGGOtzehYOHALf7P,Garb Shashtar,Idara,General,Undefined,40,50,10,TEMP-9790000000599,,,,,,,,,
ceS0nwjFw1v8dmzS79of,Geena Muna,Abdul Mansoor Al Hasan,Masters or P.G.,Undefined,480,600,10,9788190000000,,,,,,,,,
tkvVyLWjKcASAOeC0JnF,General Pathology,Dr. Saba / Dr. Sana,2nd (Second) Prof.,Pathology (Mahiyat-ul-Amraz,320,400,10,9789390000000,,,,,,,,,
3TmzvvLmM5AYXwT8RDgk,General Surgery,Dr. Faheem,3rd (Final) Prof.,Surgery (Ilmul Jarahat),160,200,10,TEMP-9790000000605,,,,,,,,,
pdpP8nAIqXPAw5w2A86Z,Gray Anatomy For Student: South Asia Edition,Veeramani,Modern Books,Undefined,3400,4250,10,TEMP-9790000000612,,,,,,,,,
wABVDfZpyFf5ZLFIeWO1,Gurdoo Ka Mukammal Ilaj,Hkm. Idress Habban,General,Undefined,200,250,10,9789390000000,,,,,,,,,
NzwiWm6WX164mJh72baE,Gurdoo Ke Amraz,Hkm. Maqsud Ali,General,Undefined,80,100,10,TEMP-9790000000629,,,,,,,,,
ZOXW1fMsmBtDdy5ND27i,Gynae & Obstetrics MCQs,Sofia Naushin,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,240,300,10,9789390000000,,,,,,,,,
nCxNl5QEmNGhfihMQY3s,Hadees Nabvi Me Phalo Ka Tazkera,Hkm. Wasim Ahmad Azmi,General,Undefined,80,100,10,TEMP-9790000000636,,,,,,,,,
tYoiZe0dtjnBKeKIbnUK,Hadees Nabvi Me Sabziyo Ka Tazkera,Hkm. Wasim Ahmed Azmi,General,Undefined,80,100,10,TEMP-9790000000643,,,,,,,,,
tFuWEWyqiLztLy71EAc5,Hadiya Mazkor (Mardana Bimariyo Ka Ilaj),Hkm. M. Yusuf Aurangabadi,Reference Books,Undefined,240,300,10,TEMP-9790000000650,,,,,,,,,
8vYsrRllezSnpqTVzI98,Hamdard Matab,Hkm. Abdul Hamid,Masters or P.G.,Undefined,120,150,10,TEMP-9790000000667,,,,,,,,,
T9wbuEOf2qe6BdAwS1Vb,Hamdard Pharmacopoeia,Hkm. Md. Said,Reference Books,Undefined,1600,2000,10,TEMP-9790000000674,,,,,,,,,
SoYN8CinyTNvhZRUmq83,Har Qism Ke Bukhar Ka Mukammal Ilaj,Hkm. Idress Habban,General,Undefined,280,350,10,9788190000000,,,,,,,,,
ezHciwQPJfQsXOAf8s7w,Hayat Niswa Wa Mutalliqa Amraz,Dr. Ayesha Raza,3rd (Final) Prof.,Gynecology & Obstetrics (Amraz-e-Niswan wa Ilmul Qabalat),960,1200,10,9788190000000,,,,,,,,,
lZRbI12Jbc9fXzwIaq5Q,Haziq,Hkm. Ajmal Khan,Masters or P.G.,Undefined,240,300,10,9789390000000,,,,,,,,,
xh48Butx94ITzJfups3Z,Haziq Hindi,Hkm. Ajmal Khan,Masters or P.G.,Undefined,200,250,10,TEMP-9790000000681,,,,,,,,,
ZJ6Fnstl987dT70KCExS,Healing (Low Back Pain),Dr. Abuzar Lari,Masters or P.G.,Undefined,160,200,10,9788190000000,,,,,,,,,
WtneXfpwSYgkHeC81B0l,Health & Baby Care,Farhat Saba,General,Undefined,96,120,10,TEMP-9790000000698,,,,,,,,,
LxhvGS9rVnOe1AGnl15R,Hifzane Sehat,Dr. Bushra Wasim,General,Undefined,40,50,10,9789390000000,,,,,,,,,
1msOFxbPbTeeokc30lyT,Hijamah (Cupping Therapy),Dr. Amjad Ahasan Ali,3rd (Final) Prof.,Regimenal Therapy (Ilaj-bil-Tadbeer),200,250,10,TEMP-9790000000704,,,,,,,,,
pZg93WPitHvedxsUVP12,Hindi Urdu Lughat,Syed Asad Hussain,General,Undefined,64,80,10,TEMP-9790000000711,,,,,,,,,
bVVlqkMSoc8DSxKgjzWA,Human Anatomy (Tashreehul Badan),Dr. Siddiqur Rahman,1st (First) Prof.,Human Anatomy (Tashreeh-ul-Badan),640,800,10,TEMP-9790000000728,,,,,,,,,
9AnbN4xELubozUGtX4Vf,Hummiyat,Mirza Abdul Noor Baig,3rd (Final) Prof.,Medicine (Moalijat),400,500,10,TEMP-9790000000735,,,,,,,,,
uYEeeShmNMiAPmcOOSzK,Hummiyate Qanoon,Hkm. Md. Kabiruddin,Reference Books,Undefined,800,1000,10,TEMP-9790000000742,,,,,,,,,
U4qiFG2VJKscYAQ0RJG9,Hutchison Clinical Method,Michael Glynn,Modern Books,,1960,2450,10,TEMP-9790000000759,,,,,,,,,
QYJmF6vvVgbzJn6YW707,IBT 1400 MCQs with Answer & Explanation,Dr. Izhar,Exam Preparation,AIAPGET / PG / MD / MO / UPSC Entrance Exam Books,640,800,10,9788200000000,,,,,,,,,
ZWBoRz0qmbARD3JwKhqJ,Ibtedae Falsafa Wa Mantiq,Hkm. Hasan Ali,1st (First) Prof.,"Urdu, Arabic, Mantiq wa Falsafa",120,150,10,TEMP-9790000000766,,,,,,,,,
it40LzJvBCzoGc9z0sjQ,Ifadae Kabir Mufassal,Hkm. Md. Kabiruddin,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),300,375,10,9789390000000,,,,,,,,,
R2bTNLaelVOLHUjNfzHo,Ifadae Kabir Mujammal,Hkm. Md. Kabiruddin,1st (First) Prof.,Basic Principle of Unani Medicine (Umoor-e-Tabiya),180,225,10,TEMP-9790000000773,,,,,,,,,
